customerID,Contract,tenure,MonthlyCharges,TotalCharges,PaymentMethod,TechSupport,PaperlessBilling,Churn
0122-OAHPZ,Month-to-month,7,73.85,511.25,Electronic check,No,Yes,Yes
2868-SNELZ,Month-to-month,2,80.6,155.8,Mailed check,No,No,Yes
4322-RCYMT,One year,68,75.8,5293.95,Bank transfer (automatic),Yes,Yes,Yes
6680-NENYN,Two year,43,104.6,4759.85,Electronic check,No,Yes,Yes
2088-IEBAU,Two year,68,88.15,6148.45,Electronic check,Yes,Yes,No
7982-VCELR,Month-to-month,36,94.8,3565.65,Credit card (automatic),No,Yes,No
1343-EHPYB,Month-to-month,63,103.4,6603.0,Electronic check,No,Yes,Yes
6035-BXTTY,Month-to-month,32,54.65,1830.1,Bank transfer (automatic),Yes,No,No
6885-PKOAM,Two year,71,85.75,6223.8,Credit card (automatic),Yes,No,No
7520-HQWJU,Month-to-month,66,67.45,4508.65,Bank transfer (automatic),No,Yes,No
9639-BUJXT,One year,63,20.5,1328.15,Mailed check,No internet service,No,No
5924-SNGKP,One year,41,20.25,865.0,Credit card (automatic),No internet service,Yes,No
0021-IKXGC,Month-to-month,1,72.1,72.1,Electronic check,No,Yes,No
2034-GDRCN,Month-to-month,2,90.4,168.2,Electronic check,No,Yes,Yes
8966-SNIZF,Two year,70,19.45,1303.5,Bank transfer (automatic),No internet service,No,No
6243-OZGFH,Month-to-month,23,44.95,996.85,Electronic check,No,Yes,No
4654-DLAMQ,One year,64,97.0,6430.9,Bank transfer (automatic),No,No,No
0513-RBGPE,Two year,37,62.8,2278.75,Credit card (automatic),Yes,Yes,No
5160-UXJED,One year,17,44.6,681.4,Mailed check,No,No,No
4115-NZRKS,Month-to-month,7,89.15,574.35,Electronic check,No,Yes,No
0219-YTZUE,Month-to-month,4,84.8,371.9,Bank transfer (automatic),No,Yes,Yes
0623-IIHUG,Month-to-month,21,41.9,840.1,Electronic check,No,Yes,Yes
4572-DVCGN,Month-to-month,10,80.25,846.0,Bank transfer (automatic),No,Yes,Yes
3351-NGXYI,Month-to-month,16,54.1,889.0,Electronic check,No,Yes,No
8984-EYLLL,Two year,64,105.25,6823.4,Electronic check,Yes,Yes,No
9057-MSWCO,Month-to-month,27,30.75,805.1,Credit card (automatic),No,No,Yes
9833-TGFHX,One year,42,97.1,4016.75,Electronic check,No,No,No
9294-TDIPC,Month-to-month,5,20.2,83.75,Mailed check,No internet service,No,No
5229-DTFYB,Two year,41,98.8,3959.15,Bank transfer (automatic),Yes,Yes,No
0104-PPXDV,One year,58,50.3,2878.55,Credit card (automatic),No,No,No
5176-LMJXE,Two year,47,20.55,945.7,Mailed check,No internet service,Yes,No
3583-KRKMD,Month-to-month,18,75.9,1373.05,Bank transfer (automatic),Yes,Yes,No
1010-DIAUQ,Month-to-month,5,96.5,492.55,Bank transfer (automatic),No,No,Yes
9069-LGEUL,Month-to-month,23,59.95,1406.0,Bank transfer (automatic),No,Yes,No
7302-ZHMHP,Month-to-month,1,19.15,19.15,Mailed check,No internet service,No,No
9571-EDEBV,One year,71,98.65,6962.85,Credit card (automatic),No,Yes,No
3520-FJGCV,Two year,72,112.6,8126.65,Credit card (automatic),Yes,Yes,No
6563-VRERX,One year,33,20.6,690.25,Mailed check,No internet service,No,No
0259-GBZSH,Month-to-month,2,85.65,181.5,Electronic check,No,Yes,Yes
6122-EFVKN,Two year,24,35.75,830.8,Mailed check,Yes,No,No
2805-EDJPQ,One year,56,99.75,5608.4,Credit card (automatic),Yes,Yes,No
6862-CQUMB,Month-to-month,37,96.1,3646.8,Credit card (automatic),No,Yes,No
7156-MXBJE,One year,43,85.1,3662.25,Credit card (automatic),Yes,No,No
6158-HDPXZ,Month-to-month,1,25.35,25.35,Mailed check,No,No,No
9601-BRXPO,Month-to-month,25,104.95,2566.5,Bank transfer (automatic),Yes,Yes,Yes
2863-IMQDR,Two year,61,89.65,5308.7,Electronic check,Yes,No,No
5686-CMAWK,One year,17,86.75,1410.25,Electronic check,Yes,No,No
5651-CRHKQ,One year,41,86.2,3339.05,Bank transfer (automatic),Yes,Yes,No
6905-NIQIN,Month-to-month,1,50.65,50.65,Mailed check,No,No,Yes
8204-YJCLA,Two year,72,64.8,4732.35,Bank transfer (automatic),Yes,Yes,No
5167-ZFFMM,Month-to-month,1,90.85,90.85,Credit card (automatic),No,Yes,Yes
6583-SZVGP,Two year,48,108.1,5067.45,Bank transfer (automatic),No,Yes,No
4895-TMWIR,Month-to-month,11,19.95,214.75,Mailed check,No internet service,No,Yes
0533-BNWKF,Month-to-month,55,85.45,4874.7,Electronic check,No,Yes,Yes
1708-PBBOA,One year,42,54.75,2348.45,Electronic check,Yes,Yes,No
8782-LKFPK,Month-to-month,44,90.4,4063.0,Mailed check,No,Yes,No
5522-JBWMO,Month-to-month,1,44.0,44.0,Electronic check,No,No,No
3597-MVHJT,Month-to-month,27,95.6,2595.25,Bank transfer (automatic),No,Yes,No
9774-NRNAU,Month-to-month,27,84.8,2309.55,Bank transfer (automatic),Yes,Yes,No
0224-RLWWD,Month-to-month,2,44.3,89.3,Electronic check,No,Yes,No
9967-ATRFS,Month-to-month,19,19.9,367.55,Mailed check,No internet service,No,No
3951-NJCVI,Month-to-month,42,95.05,3944.5,Electronic check,No,Yes,No
2977-CEBSX,Two year,66,90.05,5965.95,Credit card (automatic),Yes,Yes,No
0177-PXBAT,Month-to-month,33,109.9,3694.7,Bank transfer (automatic),Yes,Yes,No
6599-CEBNN,Month-to-month,34,73.95,2524.45,Credit card (automatic),No,Yes,Yes
2519-ERQOJ,Month-to-month,33,54.6,1803.7,Electronic check,Yes,Yes,No
5876-QMYLD,One year,23,20.05,415.1,Mailed check,No internet service,No,No
2277-AXSDC,One year,32,19.75,624.15,Bank transfer (automatic),No internet service,No,No
9442-JTWDL,One year,11,20.05,237.7,Credit card (automatic),No internet service,No,No
0979-PHULV,Month-to-month,69,99.45,7007.6,Credit card (automatic),No,Yes,Yes
3067-SVMTC,One year,68,55.9,3848.8,Bank transfer (automatic),Yes,No,No
5495-GPSRW,Two year,20,19.7,419.4,Mailed check,No internet service,Yes,No
7606-BPHHN,Two year,72,19.8,1468.75,Credit card (automatic),No internet service,Yes,No
4742-DRORA,One year,60,95.4,5812.0,Bank transfer (automatic),No,Yes,No
0111-KLBQG,Month-to-month,32,93.95,2861.45,Mailed check,No,Yes,No
4800-VHZKI,Month-to-month,1,19.9,19.9,Mailed check,No internet service,Yes,Yes
7989-CHGTL,Month-to-month,1,19.6,19.6,Mailed check,No internet service,Yes,Yes
0334-GDDSO,Month-to-month,3,81.35,233.7,Electronic check,No,Yes,Yes
4163-NCJAK,One year,46,24.45,1066.15,Bank transfer (automatic),No internet service,Yes,No
5233-AOZUF,Month-to-month,29,74.95,2149.05,Electronic check,No,Yes,No
5973-EJGDP,Month-to-month,51,87.35,4473.0,Electronic check,Yes,Yes,No
1996-DBMUS,Month-to-month,48,70.65,3545.05,Bank transfer (automatic),No,Yes,No
7916-VCCPB,Month-to-month,16,73.25,1195.75,Bank transfer (automatic),No,No,No
4686-GEFRM,Two year,70,98.7,6858.9,Bank transfer (automatic),Yes,Yes,No
5249-QYHEX,Two year,40,24.8,1024.7,Mailed check,No internet service,Yes,No
0578-SKVMF,Month-to-month,22,83.3,1845.9,Electronic check,No,No,Yes
5564-NEMQO,Month-to-month,1,75.3,75.3,Bank transfer (automatic),No,Yes,Yes
2233-FAGXV,Month-to-month,5,24.3,132.25,Mailed check,No internet service,Yes,No
5605-IYGFG,Month-to-month,7,69.85,515.45,Bank transfer (automatic),No,Yes,No
7663-ZTEGJ,One year,29,100.55,2830.45,Credit card (automatic),Yes,No,No
3935-TBRZZ,One year,44,25.7,1110.5,Mailed check,No internet service,No,No
8111-BKVDS,Month-to-month,10,40.7,449.3,Bank transfer (automatic),No,No,No
2055-SIFSS,Month-to-month,55,51.65,2838.55,Bank transfer (automatic),No,No,No
2806-MLNTI,One year,52,105.1,5376.4,Bank transfer (automatic),No,Yes,No
8734-DKSTZ,Month-to-month,10,85.95,858.6,Electronic check,No,No,No
4360-PNRQB,Month-to-month,18,75.6,1395.05,Bank transfer (automatic),No,Yes,No
6152-ONASV,One year,68,58.25,3975.7,Bank transfer (automatic),Yes,No,No
9063-ZGTUY,Month-to-month,61,19.4,1182.55,Mailed check,No internet service,Yes,Yes
7781-HVGMK,Two year,72,65.2,4784.45,Credit card (automatic),Yes,Yes,No
2181-UAESM,Month-to-month,2,53.45,119.5,Electronic check,No,No,No
2957-LOLHO,Month-to-month,12,45.4,518.9,Bank transfer (automatic),No,Yes,Yes
6048-NJXHX,Two year,41,19.75,899.45,Electronic check,No internet service,Yes,No
2320-SLKMB,Month-to-month,26,44.45,1183.8,Credit card (automatic),Yes,Yes,No
4980-URKXC,One year,36,20.85,720.05,Bank transfer (automatic),No internet service,No,No
4376-KFVRS,Two year,72,114.05,8468.2,Credit card (automatic),Yes,Yes,No
5886-VLQVU,Month-to-month,35,89.85,3161.2,Bank transfer (automatic),Yes,Yes,No
3577-AMVUX,Month-to-month,1,55.05,55.05,Mailed check,Yes,No,No
0771-WLCLA,Month-to-month,16,112.95,1882.55,Electronic check,Yes,Yes,No
5628-RKIFK,Month-to-month,49,101.55,5070.4,Credit card (automatic),No,No,No
0206-TBWLC,One year,54,114.65,6049.5,Mailed check,Yes,Yes,No
2937-FTHUR,Month-to-month,18,64.8,1166.7,Electronic check,No,No,No
1910-FMXJM,Month-to-month,36,80.4,2937.65,Electronic check,No,No,No
7752-XUSCI,Month-to-month,60,105.9,6396.45,Electronic check,No,Yes,Yes
4110-PFEUZ,Month-to-month,1,69.55,69.55,Mailed check,No,No,Yes
0732-OCQOC,Two year,52,25.05,1270.25,Bank transfer (automatic),No internet service,Yes,No
5168-MSWXT,Month-to-month,8,94.75,759.55,Electronic check,No,Yes,No
1090-ESELR,Two year,72,105.5,7611.55,Bank transfer (automatic),Yes,No,No
8592-PLTMQ,One year,64,24.7,1642.75,Mailed check,No internet service,No,No
5760-WRAHC,Month-to-month,22,69.75,1545.4,Mailed check,Yes,Yes,No
8847-GEOOQ,Month-to-month,60,60.2,3582.4,Bank transfer (automatic),Yes,Yes,No
0256-LTHVJ,Month-to-month,28,81.05,2227.1,Electronic check,No,Yes,Yes
4785-FCIFB,Two year,61,24.4,1417.9,Mailed check,No internet service,No,No
8313-NDOIA,Month-to-month,24,104.15,2494.65,Electronic check,No,Yes,No
5149-CUZUJ,One year,28,92.9,2768.35,Bank transfer (automatic),Yes,No,No
0942-KOWSM,Two year,30,80.8,2369.3,Bank transfer (automatic),Yes,No,No
4237-CLSMM,Month-to-month,2,20.0,38.0,Mailed check,No internet service,No,No
1452-VOQCH,Month-to-month,1,75.1,75.1,Electronic check,No,Yes,No
4719-UMSIY,Month-to-month,6,19.65,100.9,Mailed check,No internet service,No,No
6614-VBEGU,Month-to-month,24,69.45,1614.05,Bank transfer (automatic),No,Yes,No
0880-TKATG,Month-to-month,4,101.15,385.9,Electronic check,No,No,Yes
3811-VBYBZ,Month-to-month,7,99.8,673.25,Electronic check,No,Yes,Yes
1480-BKXGA,Two year,72,116.05,8404.9,Bank transfer (automatic),Yes,Yes,No
2996-XAUVF,Two year,70,40.05,2799.75,Mailed check,Yes,Yes,No
9076-AXYIK,Two year,64,102.1,6538.45,Electronic check,Yes,No,No
5968-XQIVE,One year,72,89.7,6588.95,Electronic check,No,Yes,No
8896-RAZCR,Two year,44,19.9,868.1,Mailed check,No internet service,No,No
4640-UHDOS,Month-to-month,13,55.95,734.35,Electronic check,No,No,Yes
4933-IKULF,One year,17,20.65,330.6,Mailed check,No internet service,No,No
3583-EKAPL,Month-to-month,1,55.0,55.0,Electronic check,No,Yes,Yes
1304-BCCFO,Month-to-month,9,70.05,564.4,Mailed check,No,Yes,No
4104-PVRPS,Month-to-month,24,53.6,1315.35,Mailed check,Yes,No,No
9399-APLBT,Month-to-month,1,74.7,74.7,Electronic check,No,Yes,Yes
2359-KMGLI,Month-to-month,24,80.25,1861.5,Electronic check,No,Yes,Yes
3780-DDGSE,Month-to-month,35,76.05,2747.2,Electronic check,Yes,Yes,No
4431-EDMIQ,Month-to-month,7,75.7,554.05,Electronic check,Yes,Yes,No
0306-JAELE,Month-to-month,5,96.1,453.4,Electronic check,Yes,Yes,Yes
6227-HWPWX,Month-to-month,15,69.0,994.8,Bank transfer (automatic),No,No,Yes
0486-LGCCH,Two year,11,19.65,225.75,Mailed check,No internet service,No,No
0447-BEMNG,Month-to-month,48,45.3,2145.0,Bank transfer (automatic),No,Yes,Yes
4612-SSVHJ,Month-to-month,20,81.45,1671.6,Electronic check,No,Yes,No
5168-MQQCA,One year,72,108.5,8003.8,Bank transfer (automatic),Yes,Yes,No
5949-XIKAE,Month-to-month,8,83.55,680.05,Electronic check,No,Yes,Yes
7971-HLVXI,Two year,72,84.5,6130.85,Credit card (automatic),No,Yes,No
9094-AZPHK,Month-to-month,15,100.15,1415.0,Electronic check,No,Yes,No
3649-JPUGY,Two year,72,88.6,6201.95,Bank transfer (automatic),Yes,Yes,No
4472-LVYGI,Two year,0,52.55,0.0,Bank transfer (automatic),Yes,Yes,No
8372-JUXUI,Month-to-month,1,74.35,74.35,Electronic check,No,Yes,Yes
3552-CTCYF,Two year,63,104.8,6597.25,Bank transfer (automatic),No,Yes,No
6778-YSNIH,Month-to-month,2,59.0,114.15,Electronic check,No,Yes,No
0388-EOPEX,Month-to-month,2,74.4,139.4,Electronic check,No,Yes,Yes
5756-OZRIO,One year,61,64.05,3902.6,Bank transfer (automatic),No,No,No
6579-JPICP,Month-to-month,1,20.4,20.4,Mailed check,No internet service,No,No
8205-OTCHB,One year,22,43.75,903.6,Bank transfer (automatic),No,Yes,Yes
4134-BSXLX,Month-to-month,28,60.9,1785.65,Mailed check,Yes,No,No
0505-SPOOW,Two year,70,19.8,1397.65,Bank transfer (automatic),No internet service,No,No
6235-VDHOM,Month-to-month,5,28.45,131.05,Electronic check,No,No,Yes
7783-YKGDV,Month-to-month,12,99.7,1238.45,Bank transfer (automatic),No,Yes,Yes
4374-YMUSQ,One year,34,116.25,3899.05,Credit card (automatic),Yes,No,No
4513-CXYIX,Two year,71,80.7,5676.0,Credit card (automatic),No,Yes,No
3957-HHLMR,One year,70,65.2,4543.15,Bank transfer (automatic),No,No,No
7803-XOCCZ,Month-to-month,52,84.05,4326.8,Bank transfer (automatic),Yes,Yes,No
5736-YEJAX,Two year,69,79.45,5502.55,Credit card (automatic),Yes,Yes,No
5609-CEBID,Month-to-month,20,94.1,1782.4,Electronic check,No,Yes,Yes
8981-FJGLA,Month-to-month,11,78.0,851.8,Mailed check,No,Yes,No
7218-HKQFK,Month-to-month,2,94.2,167.5,Electronic check,Yes,Yes,Yes
4636-QRJKY,Month-to-month,6,80.5,502.85,Electronic check,Yes,Yes,Yes
1135-LMECX,Month-to-month,1,19.85,19.85,Mailed check,No internet service,No,No
4332-MUOEZ,One year,20,94.3,1818.3,Credit card (automatic),Yes,No,No
8535-SFUTN,Month-to-month,61,106.45,6300.15,Electronic check,No,Yes,No
5956-VKDTT,Month-to-month,5,74.35,334.8,Electronic check,No,Yes,Yes
8677-HDZEE,Month-to-month,56,105.45,5916.95,Bank transfer (automatic),Yes,Yes,No
2475-MROZF,Month-to-month,30,95.0,2852.4,Credit card (automatic),Yes,Yes,No
9412-GHEEC,Month-to-month,40,104.8,4131.95,Bank transfer (automatic),Yes,No,Yes
3482-ABPKK,One year,28,54.3,1546.3,Mailed check,Yes,No,No
6705-LXORM,Month-to-month,5,70.05,302.6,Electronic check,No,No,No
0257-ZESQC,Month-to-month,27,75.2,1929.35,Bank transfer (automatic),No,Yes,Yes
7531-GQHME,Month-to-month,12,20.05,265.45,Credit card (automatic),No internet service,No,No
5174-ITUMV,One year,67,105.4,6989.45,Electronic check,No,Yes,No
4109-CYRBD,Month-to-month,29,51.6,1442.0,Electronic check,No,Yes,No
0913-XWSCN,Month-to-month,55,85.5,4713.4,Bank transfer (automatic),No,No,No
6825-UYPFK,Month-to-month,23,75.6,1758.6,Bank transfer (automatic),No,No,Yes
8397-MVTAZ,Month-to-month,34,100.05,3480.0,Electronic check,No,Yes,Yes
0750-EBAIU,One year,52,91.25,4738.3,Electronic check,No,No,No
8606-CIQUL,Two year,72,115.75,8399.15,Credit card (automatic),Yes,Yes,No
3571-DPYUH,One year,58,94.7,5430.35,Credit card (automatic),Yes,Yes,No
7601-GNDYK,Two year,35,19.6,686.95,Mailed check,No internet service,No,No
0356-OBMAC,Two year,56,99.9,5706.3,Bank transfer (automatic),Yes,Yes,No
8067-NIOYM,Two year,24,21.1,490.65,Credit card (automatic),No internet service,Yes,No
1403-GYAFU,Two year,70,20.05,1360.25,Credit card (automatic),No internet service,No,No
4234-XTNEA,Month-to-month,2,79.95,174.45,Electronic check,No,Yes,No
1297-VQDRP,One year,68,107.15,7379.8,Credit card (automatic),Yes,Yes,No
9282-IZGQK,Month-to-month,1,85.0,85.0,Electronic check,No,Yes,Yes
5348-CAGXB,Month-to-month,12,89.55,1021.75,Electronic check,No,Yes,No
0621-HJWXJ,Month-to-month,63,81.55,5029.05,Bank transfer (automatic),No,Yes,No
5844-QVTAT,One year,33,58.45,1955.4,Mailed check,No,Yes,No
8905-IAZPF,One year,69,95.65,6744.2,Credit card (automatic),No,Yes,No
5394-MEITZ,Two year,60,80.6,4946.7,Bank transfer (automatic),Yes,Yes,No
6859-QNXIQ,Two year,72,113.1,8248.5,Bank transfer (automatic),Yes,Yes,No
2782-LFZVW,Month-to-month,11,58.95,601.6,Mailed check,No,Yes,No
2866-IKBTM,Month-to-month,1,19.55,19.55,Mailed check,No internet service,No,No
1342-JPNKI,Month-to-month,10,86.05,834.1,Bank transfer (automatic),No,Yes,Yes
2817-NTQDO,Month-to-month,13,45.55,597.0,Credit card (automatic),Yes,Yes,Yes
7129-AZJDE,One year,34,78.95,2647.2,Bank transfer (automatic),No,Yes,No
6986-IJDHX,Month-to-month,39,86.3,3266.0,Mailed check,No,Yes,Yes
2560-PPCHE,One year,65,105.05,6744.25,Bank transfer (automatic),Yes,Yes,No
4676-MQUEA,One year,50,101.9,5265.5,Bank transfer (automatic),No,Yes,No
8138-EALND,Month-to-month,15,19.75,311.6,Mailed check,No internet service,No,No
3580-HYCSP,Two year,72,110.3,7966.9,Bank transfer (automatic),No,Yes,No
1352-HNSAW,Two year,72,115.6,8220.4,Bank transfer (automatic),Yes,Yes,No
2075-PUEPR,Two year,55,19.35,1153.25,Bank transfer (automatic),No internet service,No,No
1982-FEBTD,Two year,23,25.6,514.75,Credit card (automatic),No internet service,Yes,No
5301-GAUUY,Month-to-month,32,80.35,2596.15,Bank transfer (automatic),No,Yes,Yes
5791-KAJFD,One year,56,68.75,3808.0,Bank transfer (automatic),No,Yes,No
2654-VBVPB,Month-to-month,1,19.9,19.9,Bank transfer (automatic),No internet service,No,No
1154-HYWWO,One year,38,70.6,2708.2,Mailed check,Yes,No,No
2501-XWWTZ,Month-to-month,11,70.2,760.05,Electronic check,No,No,No
3716-UVSPD,Month-to-month,1,49.3,49.3,Electronic check,Yes,Yes,No
6815-ABQFQ,One year,56,107.25,6033.3,Electronic check,Yes,Yes,No
7343-EOBEU,Month-to-month,3,23.6,89.05,Mailed check,No internet service,Yes,No
3701-SFMUH,Month-to-month,7,69.7,516.15,Credit card (automatic),No,No,No
6103-LIANB,Two year,59,99.5,5861.75,Credit card (automatic),No,Yes,No
7319-VENRZ,Month-to-month,7,64.3,445.95,Bank transfer (automatic),Yes,No,No
5846-NEQVZ,Two year,71,70.85,4973.4,Credit card (automatic),Yes,Yes,No
6967-QIQRV,One year,15,101.9,1667.25,Electronic check,Yes,No,No
5781-RFZRP,Two year,71,73.5,5357.75,Credit card (automatic),Yes,No,No
0939-YAPAF,Month-to-month,35,100.25,3527.6,Electronic check,No,Yes,Yes
0308-IVGOK,One year,11,40.4,422.6,Credit card (automatic),Yes,Yes,No
7293-LSCDV,Two year,60,19.25,1103.25,Credit card (automatic),No internet service,Yes,No
7025-WCBNE,Two year,47,59.6,2754.0,Bank transfer (automatic),Yes,No,No
5756-JYOJT,One year,11,64.9,697.25,Credit card (automatic),Yes,No,No
4710-FDUIZ,One year,56,100.3,5614.45,Credit card (automatic),No,No,Yes
6030-REHUX,Month-to-month,28,110.85,3204.4,Electronic check,Yes,Yes,No
9548-LIGTA,Two year,61,81.05,4747.65,Mailed check,Yes,Yes,No
5150-LJNSR,One year,31,98.05,3082.1,Bank transfer (automatic),No,No,No
8270-RKSAP,Month-to-month,9,70.5,597.9,Electronic check,No,Yes,No
6522-YRBXD,Month-to-month,35,94.55,3365.4,Electronic check,No,Yes,No
2640-LYMOV,Month-to-month,2,19.65,38.8,Mailed check,No internet service,Yes,No
1218-VKFPE,Month-to-month,12,19.0,233.55,Mailed check,No internet service,No,Yes
3627-FHKBK,Month-to-month,1,75.3,75.3,Mailed check,No,No,Yes
2865-TCHJW,Month-to-month,4,89.2,346.2,Electronic check,No,Yes,Yes
1423-BMPBQ,Month-to-month,1,19.0,19.0,Mailed check,No internet service,Yes,No
2393-DIVAI,Month-to-month,3,20.0,61.7,Mailed check,No internet service,Yes,No
5192-EBGOV,Month-to-month,1,85.7,85.7,Electronic check,No,Yes,Yes
4568-KNYWR,Two year,52,63.25,3342.45,Credit card (automatic),No,Yes,No
8752-IMQOS,One year,5,20.1,85.1,Mailed check,No internet service,No,No
0742-LAFQK,Two year,72,99.15,7422.1,Electronic check,No,Yes,No
0795-LAFGP,Two year,71,90.4,6668.05,Electronic check,Yes,No,No
0619-OLYUR,Two year,72,111.9,8071.05,Credit card (automatic),Yes,Yes,No
5512-IDZEI,One year,46,24.9,1174.8,Electronic check,No internet service,No,No
0459-SPZHJ,Two year,63,83.5,5435.0,Credit card (automatic),No,No,No
0215-BQKGS,Month-to-month,30,84.3,2438.6,Credit card (automatic),No,Yes,No
9244-ZVAPM,Month-to-month,1,45.6,45.6,Mailed check,No,No,No
0719-SYFRB,Month-to-month,12,61.65,713.75,Mailed check,Yes,Yes,Yes
8208-EUMTE,Two year,16,54.85,916.15,Mailed check,Yes,No,No
5172-MIGPM,Month-to-month,4,65.55,237.2,Mailed check,Yes,No,No
1710-RCXUS,One year,51,90.35,4614.55,Credit card (automatic),No,Yes,No
0374-FIUCA,Two year,65,20.4,1414.45,Credit card (automatic),No internet service,Yes,No
5839-SUYVZ,Month-to-month,16,74.55,1170.5,Credit card (automatic),Yes,Yes,No
5173-ZXXXL,One year,2,19.95,47.7,Mailed check,No internet service,No,No
1096-ADRUX,One year,66,74.25,4859.25,Bank transfer (automatic),No,Yes,No
2001-MCUUW,Two year,46,108.65,4903.2,Electronic check,Yes,No,No
2731-GJRDG,One year,32,109.55,3608.0,Bank transfer (automatic),Yes,Yes,No
4723-BEGSG,Two year,72,86.65,6094.25,Credit card (automatic),Yes,No,No
6516-NKQBO,Two year,38,81.0,3084.9,Credit card (automatic),Yes,No,No
8672-OAUPW,One year,51,47.85,2356.75,Credit card (automatic),Yes,No,No
8207-DMRVL,Two year,72,114.55,8306.05,Bank transfer (automatic),Yes,No,No
3419-SNJJD,Month-to-month,65,105.25,6786.4,Bank transfer (automatic),No,No,Yes
6543-CPZMK,Month-to-month,9,29.95,248.95,Electronic check,No,Yes,Yes
4765-OXPPD,Month-to-month,9,65.0,663.05,Mailed check,Yes,No,Yes
2804-ETQDK,Two year,66,20.55,1357.1,Mailed check,No internet service,No,No
6689-VRRTK,One year,44,109.8,4860.35,Credit card (automatic),No,Yes,No
7138-GIRSH,Two year,50,69.5,3418.2,Bank transfer (automatic),Yes,No,No
9396-ZSFLL,Month-to-month,15,48.85,631.4,Mailed check,No,No,No
6464-KEXXH,Month-to-month,8,25.25,186.3,Credit card (automatic),No,Yes,No
7134-MJPDY,One year,66,102.85,6976.75,Credit card (automatic),Yes,Yes,No
5240-CAOYT,Month-to-month,57,87.55,4884.85,Bank transfer (automatic),Yes,Yes,No
4059-IIEBK,Month-to-month,7,78.55,522.95,Bank transfer (automatic),No,Yes,No
4881-JVQOD,Month-to-month,10,34.55,362.6,Bank transfer (automatic),No,Yes,No
0516-UXRMT,One year,62,92.05,5755.8,Electronic check,No,Yes,No
4851-BQDNX,One year,40,85.05,3355.65,Electronic check,No,Yes,No
5148-HKFIR,Two year,20,19.7,406.95,Mailed check,No internet service,No,No
1009-IRMNA,Month-to-month,7,20.0,137.6,Bank transfer (automatic),No internet service,No,Yes
